account_number,company,transaction_amount,transaction_date
35495640,"Thomas, Walker and Craig",23.28,2024-06-13
35927483,Brown-Shaffer,73.35,2024-06-01
35495640,Weber-Lynch,27.08,2024-04-12
35495640,Gomez-Hunt,1.16,2024-02-03
35927483,Smith-Daniels,14.25,2024-05-15
35927483,Gomez-Hunt,20.37,2024-03-19
35927483,Davis-Mcgee,12.69,2024-05-26
35495640,Gomez-Hunt,28.05,2024-07-02
35495640,"Barnes, Young and Sanchez",6.77,2024-07-29
35927483,Hughes Inc,10.05,2024-03-11
56124453,"Rodriguez, Ray and Romero",10.18,2024-02-07
35927483,Weber-Lynch,18.6,2024-07-18
56124453,Davis-Kennedy,89.54,2024-03-08
56124453,"Hamilton, Brown and Vincent",11.01,2024-06-11
35495640,"Smith, Smith and Sanford",1.05,2024-06-21
35495640,"Hamilton, Brown and Vincent",72.91,2024-07-19
56124453,Jones and Sons,95.84,2024-01-01
35927483,Davis-Mcgee,63.5,2024-03-10
35927483,"Castillo, Hill and Lee",62.78,2024-02-11
35927483,Smith-Daniels,22.55,2024-02-03
56124453,Allen Ltd,95.93,2024-05-08
35927483,Davis-Ramos,44.62,2024-03-03
35927483,Davis-Mcgee,81.34,2024-03-09
35927483,"Rodriguez, Ray and Romero",86.57,2024-07-03
35495640,"Rodriguez, Ray and Romero",60.31,2024-03-22
56124453,Reyes PLC,7.28,2024-03-09
35927483,Jones and Sons,70.68,2024-07-28
35495640,"Evans, Young and Dean",58.1,2024-07-04
35495640,Davis-Ramos,20.84,2024-02-18
35927483,Hayes-Rios,31.58,2024-02-13
35927483,"Rhodes, Miller and Jackson",24.32,2024-07-23
56124453,"Barnes, Young and Sanchez",86.52,2024-01-16
35927483,Sanchez-Meyers,30.28,2024-01-28
35495640,Monroe-Howard,9.26,2024-02-08
56124453,"Nguyen, Walker and Church",10.23,2024-01-10
56124453,"Figueroa, Stark and Ferguson",25.81,2024-07-11
35495640,"Trujillo, Ewing and Young",94.25,2024-03-13
56124453,Gomez-Hunt,5.92,2024-01-09
56124453,"Barnes, Young and Sanchez",0.09,2024-07-23
56124453,"Evans, Young and Dean",49.82,2024-02-01
35495640,"Evans, Young and Dean",83.83,2024-03-28
56124453,"Martin, Fuentes and Owens",25.32,2024-06-11
35495640,"Suarez, Russell and Coleman",3.16,2024-02-14
35495640,"Trujillo, Ewing and Young",94.25,2024-05-29
35927483,Carpenter PLC,85.16,2024-04-15
35495640,Davis-Mcgee,26.34,2024-04-16
56124453,Allen Ltd,18.84,2024-02-04
56124453,"Smith, Smith and Sanford",95.38,2024-03-06
56124453,Gomez-Hunt,79.75,2024-03-15
56124453,Brown-Shaffer,72.7,2024-01-13
35927483,Davis-Mcgee,14.52,2024-01-18
35495640,"Hamilton, Brown and Vincent",84.53,2024-04-28
35495640,"Barnes, Young and Sanchez",64.8,2024-06-22
35495640,Hester-Thomas,85.84,2024-03-19
35927483,Allen Ltd,99.46,2024-06-11
35927483,Allen Ltd,84.41,2024-06-07
56124453,"Rodriguez, Ray and Romero",17.13,2024-04-24
56124453,Jones and Sons,10.77,2024-01-25
35927483,Reyes PLC,50.88,2024-06-07
35927483,"Smith, Smith and Sanford",21.12,2024-05-16
35495640,Monroe-Howard,14.02,2024-01-30
35927483,"Rodriguez, Ray and Romero",78.16,2024-01-10
56124453,"Hamilton, Brown and Vincent",67.25,2024-04-14
56124453,"Castillo, Hill and Lee",27.91,2024-03-22
35927483,"Barnes, Young and Sanchez",21.37,2024-06-07
56124453,Weber-Lynch,52.25,2024-04-18
56124453,"Trujillo, Ewing and Young",83.35,2024-03-04
35927483,Jones and Sons,97.61,2024-04-29
56124453,"Castillo, Hill and Lee",77.12,2024-04-14
35927483,Weber-Lynch,50.41,2024-04-18
35495640,"Barnes, Young and Sanchez",45.32,2024-02-27
35495640,"Trujillo, Ewing and Young",55.77,2024-01-18
35495640,"Smith, Smith and Sanford",68.47,2024-02-23
56124453,Allen Ltd,27.59,2024-07-04
35927483,"Castillo, Hill and Lee",83.22,2024-03-01
35495640,Monroe-Howard,4.94,2024-05-17
35495640,Allen Ltd,79.86,2024-04-15
35927483,"Suarez, Russell and Coleman",76.1,2024-07-11
56124453,"Martin, Fuentes and Owens",11.6,2024-05-28
35927483,"Figueroa, Stark and Ferguson",25.25,2024-01-01
35495640,"Hamilton, Brown and Vincent",5.29,2024-01-10
35495640,"Martin, Fuentes and Owens",94.91,2024-01-08
56124453,Davis-Ramos,31.91,2024-05-09
35927483,"Hamilton, Brown and Vincent",45.28,2024-05-24
56124453,"Smith, Smith and Sanford",19.97,2024-01-18
35495640,"Thomas, Walker and Craig",26.7,2024-02-14
35927483,"Smith, Smith and Sanford",69.66,2024-04-30
35927483,"Figueroa, Stark and Ferguson",31.61,2024-06-04
56124453,"Figueroa, Stark and Ferguson",79.63,2024-04-27
35927483,Jones and Sons,44.2,2024-06-07
35927483,Smith-Daniels,68.53,2024-03-08
35495640,Sanchez-Meyers,67.05,2024-05-29
56124453,"Greene, Martin and Benson",38.52,2024-02-01
35927483,Carpenter PLC,1.51,2024-02-02
56124453,Davis-Kennedy,54.86,2024-07-29
56124453,Hayes-Rios,51.53,2024-01-25
35927483,"Greene, Martin and Benson",13.09,2024-03-09
35927483,"Martin, Fuentes and Owens",35.05,2024-07-08
35927483,Weber-Lynch,35.27,2024-07-01
35495640,Davis-Kennedy,44.75,2024-04-03
35927483,"Rhodes, Miller and Jackson",27.12,2024-05-24
35927483,Carpenter PLC,68.67,2024-01-23
35495640,"Smith, Smith and Sanford",28.56,2024-07-10
56124453,Weber-Lynch,83.87,2024-04-16
56124453,Reyes PLC,72.01,2024-05-24
56124453,"Rodriguez, Ray and Romero",34.18,2024-07-24
56124453,"Suarez, Russell and Coleman",63.5,2024-01-15
35495640,"Martin, Fuentes and Owens",44.28,2024-05-23
35495640,"Rhodes, Miller and Jackson",73.4,2024-04-29
56124453,Hughes Inc,11.19,2024-06-20
35927483,"Hamilton, Brown and Vincent",74.26,2024-06-30
35495640,Davis-Ramos,49.46,2024-03-25
35927483,Davis-Mcgee,35.87,2024-03-26
56124453,"Evans, Young and Dean",45.59,2024-07-23
35927483,Weber-Lynch,3.35,2024-02-03
35927483,Hester-Thomas,68.2,2024-02-25
35495640,Davis-Kennedy,0.39,2024-01-09
35927483,Hester-Thomas,32.99,2024-02-13
56124453,"Rodriguez, Ray and Romero",68.29,2024-03-08
56124453,Weber-Lynch,67.74,2024-03-05
56124453,Carpenter PLC,51.54,2024-01-10
35495640,"Rodriguez, Ray and Romero",38.64,2024-05-01
35495640,"Barnes, Young and Sanchez",3.04,2024-05-14
35495640,"Hamilton, Brown and Vincent",96.67,2024-04-24
35927483,Gomez-Hunt,36.27,2024-05-09
35495640,Carpenter PLC,98.87,2024-06-12
35927483,"Smith, Smith and Sanford",0.88,2024-02-08
35927483,Reyes PLC,26.76,2024-03-18
56124453,Sanchez-Meyers,42.47,2024-06-04
56124453,"Hamilton, Brown and Vincent",77.69,2024-04-03
56124453,Smith-Daniels,14.87,2024-05-21
35927483,Hughes Inc,93.93,2024-07-11
56124453,Davis-Kennedy,46.14,2024-05-06
56124453,Davis-Kennedy,66.59,2024-02-26
56124453,Gomez-Hunt,54.86,2024-07-27
56124453,"Nguyen, Walker and Church",16.08,2024-04-06
35927483,Jones and Sons,39.29,2024-03-11
35927483,"Evans, Young and Dean",85.23,2024-04-07
35927483,Jones and Sons,13.87,2024-03-26
35927483,Reyes PLC,96.37,2024-01-23
35495640,Davis-Mcgee,55.96,2024-04-19
35927483,Davis-Kennedy,71.41,2024-01-16
35495640,Weber-Lynch,18.08,2024-03-19
35927483,"Rhodes, Miller and Jackson",38.77,2024-06-21
35927483,Hughes Inc,1.54,2024-03-28
35495640,Hester-Thomas,50.85,2024-04-08
35495640,Sanchez-Meyers,66.17,2024-06-04
56124453,Allen Ltd,57.21,2024-06-16
35495640,"Greene, Martin and Benson",83.28,2024-02-18
35495640,Smith-Daniels,68.13,2024-02-21
35495640,Gomez-Hunt,23.9,2024-04-19
35495640,"Castillo, Hill and Lee",28.68,2024-03-21
35495640,"Greene, Martin and Benson",42.85,2024-07-19
35495640,"Thomas, Walker and Craig",41.49,2024-04-01
35927483,"Trujillo, Ewing and Young",92.36,2024-01-21
35495640,"Castillo, Hill and Lee",22.6,2024-02-13
56124453,Carpenter PLC,98.87,2024-01-31
56124453,"Barnes, Young and Sanchez",34.1,2024-04-11
35927483,Monroe-Howard,34.78,2024-04-19
56124453,"Figueroa, Stark and Ferguson",32.92,2024-07-10
35927483,"Suarez, Russell and Coleman",62.74,2024-05-27
35927483,Hayes-Rios,35.02,2024-02-06
35495640,Carpenter PLC,40.76,2024-06-08
56124453,"Hamilton, Brown and Vincent",82.43,2024-02-19
56124453,Hughes Inc,15.98,2024-01-10
56124453,"Nguyen, Walker and Church",9.8,2024-03-25
35927483,Davis-Ramos,53.34,2024-03-28
35927483,Hayes-Rios,3.31,2024-01-17
35927483,Davis-Mcgee,24.99,2024-01-15
35927483,Davis-Mcgee,2.24,2024-02-15
56124453,Davis-Ramos,14.12,2024-06-16
35927483,Weber-Lynch,49.05,2024-02-01
35495640,"Smith, Smith and Sanford",56.86,2024-07-14
35495640,"Figueroa, Stark and Ferguson",66.87,2024-05-23
56124453,"Castillo, Hill and Lee",52.18,2024-01-11
56124453,"Thomas, Walker and Craig",72.99,2024-05-08
35495640,"Castillo, Hill and Lee",4.66,2024-07-24
35495640,Brown-Shaffer,71.1,2024-01-26
56124453,Carpenter PLC,79.84,2024-02-01
35495640,"Evans, Young and Dean",68.79,2024-04-09
35927483,Carpenter PLC,45.78,2024-02-22
35495640,Davis-Ramos,87.18,2024-04-13
35495640,"Rodriguez, Ray and Romero",40.63,2024-07-01
35927483,Allen Ltd,8.29,2024-03-25
35495640,Jones and Sons,75.91,2024-06-09
56124453,Davis-Ramos,15.33,2024-01-23
35927483,Carpenter PLC,17.21,2024-05-29
35927483,"Trujillo, Ewing and Young",61.28,2024-05-05
35927483,"Greene, Martin and Benson",44.68,2024-05-01
35927483,"Evans, Young and Dean",79.66,2024-01-14
35495640,"Rhodes, Miller and Jackson",80.71,2024-03-21
35927483,Gomez-Hunt,60.64,2024-04-28
56124453,Hayes-Rios,5.07,2024-05-24
35495640,"Barnes, Young and Sanchez",41.07,2024-01-21
35495640,"Hamilton, Brown and Vincent",5.75,2024-05-27
35495640,"Castillo, Hill and Lee",92.75,2024-01-05
56124453,"Suarez, Russell and Coleman",98.65,2024-05-07
35495640,"Castillo, Hill and Lee",85.28,2024-06-23
35495640,Monroe-Howard,40.69,2024-02-26
56124453,Smith-Daniels,33.83,2024-03-24
35495640,Hayes-Rios,89.31,2024-06-05
56124453,Smith-Daniels,25.67,2024-01-14
56124453,"Barnes, Young and Sanchez",7.23,2024-03-01
35495640,Carpenter PLC,65.07,2024-06-20
35927483,"Hamilton, Brown and Vincent",82.73,2024-02-27
35927483,Davis-Ramos,46.4,2024-05-21
56124453,Carpenter PLC,80.93,2024-01-22
35927483,"Martin, Fuentes and Owens",28.01,2024-03-06
35927483,Davis-Mcgee,52.7,2024-02-01
35495640,Davis-Mcgee,94.37,2024-06-14
35927483,"Greene, Martin and Benson",56.52,2024-07-09
35927483,Jones and Sons,93.06,2024-01-29
35927483,"Evans, Young and Dean",49.14,2024-06-29
56124453,"Barnes, Young and Sanchez",74.25,2024-03-17
56124453,Reyes PLC,38.81,2024-01-02
35927483,Jones and Sons,4.48,2024-02-15
35927483,"Rodriguez, Ray and Romero",52.54,2024-01-19
35927483,"Trujillo, Ewing and Young",84.46,2024-01-01
35495640,"Barnes, Young and Sanchez",13.82,2024-04-07
35495640,Sanchez-Meyers,2.26,2024-06-10
35927483,"Rodriguez, Ray and Romero",60.44,2024-04-10
56124453,Davis-Mcgee,84.41,2024-07-07
35927483,"Trujillo, Ewing and Young",90.97,2024-02-15
56124453,Sanchez-Meyers,58.29,2024-03-25
35495640,"Rhodes, Miller and Jackson",10.05,2024-01-04
35927483,"Figueroa, Stark and Ferguson",85.38,2024-05-21
35927483,"Smith, Smith and Sanford",47.43,2024-05-30
35927483,"Martin, Fuentes and Owens",94.31,2024-04-19
35927483,"Evans, Young and Dean",40.53,2024-04-15
35495640,Brown-Shaffer,20.92,2024-06-24
35495640,"Trujillo, Ewing and Young",20.98,2024-06-11
56124453,Smith-Daniels,71.31,2024-07-27
56124453,"Greene, Martin and Benson",97.78,2024-05-10
35495640,Davis-Mcgee,60.02,2024-03-29
35495640,"Nguyen, Walker and Church",4.2,2024-06-22
35495640,"Suarez, Russell and Coleman",41.62,2024-05-15
35927483,"Suarez, Russell and Coleman",9.74,2024-06-22
56124453,Hester-Thomas,26.96,2024-02-11
35927483,Monroe-Howard,68.95,2024-03-29
56124453,"Figueroa, Stark and Ferguson",35.43,2024-01-27
35495640,"Hamilton, Brown and Vincent",69.02,2024-03-30
35495640,Jones and Sons,21.5,2024-01-10
56124453,Jones and Sons,75.33,2024-07-03
35927483,"Nguyen, Walker and Church",72.47,2024-05-02
56124453,Monroe-Howard,16.54,2024-01-09
56124453,"Castillo, Hill and Lee",69.07,2024-01-09
35927483,"Figueroa, Stark and Ferguson",17.89,2024-03-08
35927483,"Smith, Smith and Sanford",49.06,2024-02-16
56124453,"Barnes, Young and Sanchez",53.48,2024-06-20
35495640,Hayes-Rios,48.3,2024-05-31
35927483,Gomez-Hunt,10.81,2024-04-11
56124453,Jones and Sons,28.18,2024-06-26
56124453,Hayes-Rios,30.45,2024-07-06
56124453,Smith-Daniels,51.31,2024-05-01
35495640,Carpenter PLC,33.73,2024-05-20
35495640,"Suarez, Russell and Coleman",17.17,2024-07-01
56124453,"Nguyen, Walker and Church",87.96,2024-07-16
56124453,"Figueroa, Stark and Ferguson",49.21,2024-03-13
56124453,Davis-Mcgee,38.08,2024-06-04
35927483,"Smith, Smith and Sanford",41.43,2024-05-26
35495640,"Barnes, Young and Sanchez",96.46,2024-07-14
35927483,"Suarez, Russell and Coleman",11.62,2024-05-19
35495640,"Castillo, Hill and Lee",57.38,2024-01-31
56124453,"Evans, Young and Dean",32.65,2024-03-20
35927483,"Rodriguez, Ray and Romero",3.72,2024-01-20
35495640,Davis-Mcgee,19.09,2024-01-06
35495640,"Evans, Young and Dean",1.64,2024-04-10
35927483,"Nguyen, Walker and Church",54.72,2024-04-19
35927483,Weber-Lynch,80.45,2024-04-21
35495640,Weber-Lynch,76.9,2024-03-04
35495640,"Hamilton, Brown and Vincent",70.77,2024-01-23
35495640,Davis-Mcgee,57.32,2024-04-24
35927483,Carpenter PLC,30.97,2024-03-18
56124453,"Rhodes, Miller and Jackson",5.71,2024-05-29
56124453,"Hamilton, Brown and Vincent",9.83,2024-07-04
56124453,"Hamilton, Brown and Vincent",83.88,2024-05-06
56124453,Allen Ltd,39.75,2024-02-19
35495640,"Martin, Fuentes and Owens",70.97,2024-04-09
56124453,"Castillo, Hill and Lee",53.48,2024-06-08
35927483,"Rhodes, Miller and Jackson",42.78,2024-01-28
35495640,Brown-Shaffer,12.23,2024-06-06
56124453,Sanchez-Meyers,40.75,2024-07-03
35495640,"Martin, Fuentes and Owens",76.78,2024-04-30
35927483,Weber-Lynch,77.96,2024-05-04
35927483,Brown-Shaffer,47.54,2024-04-03
35927483,Hughes Inc,66.02,2024-05-07
56124453,Allen Ltd,92.91,2024-06-04
35495640,Hughes Inc,52.62,2024-01-16
35495640,"Thomas, Walker and Craig",55.46,2024-07-23
35495640,"Smith, Smith and Sanford",44.03,2024-02-05
35495640,Davis-Mcgee,17.56,2024-07-05
56124453,Jones and Sons,32.51,2024-05-24
35495640,Smith-Daniels,79.1,2024-03-11
35495640,Jones and Sons,64.26,2024-03-10
35495640,"Figueroa, Stark and Ferguson",55.01,2024-03-06
35927483,Monroe-Howard,1.02,2024-05-09
35927483,Reyes PLC,11.26,2024-06-29
56124453,"Hamilton, Brown and Vincent",56.88,2024-01-28
35927483,"Evans, Young and Dean",62.28,2024-06-19
56124453,Davis-Ramos,10.32,2024-01-17
56124453,Hughes Inc,16.07,2024-03-27
56124453,"Smith, Smith and Sanford",91.8,2024-06-24
35495640,Brown-Shaffer,54.31,2024-05-03
35495640,"Hamilton, Brown and Vincent",76.96,2024-03-15
35495640,Smith-Daniels,42.59,2024-04-19
35927483,Monroe-Howard,54.1,2024-02-26
35927483,Hughes Inc,3.93,2024-07-15
35927483,"Evans, Young and Dean",96.33,2024-01-11
35495640,"Nguyen, Walker and Church",51.35,2024-05-19
35495640,Davis-Kennedy,5.41,2024-02-16
35927483,Monroe-Howard,12.34,2024-04-03
56124453,Allen Ltd,74.23,2024-01-19
56124453,Hayes-Rios,64.13,2024-06-18
35495640,"Smith, Smith and Sanford",53.69,2024-06-14
35927483,"Trujillo, Ewing and Young",84.97,2024-01-02
35927483,Davis-Mcgee,33.29,2024-02-04
35927483,"Rhodes, Miller and Jackson",46.46,2024-06-27
35495640,"Castillo, Hill and Lee",97.96,2024-06-19
35927483,"Suarez, Russell and Coleman",91.39,2024-03-21
35495640,"Trujillo, Ewing and Young",45.72,2024-01-18
56124453,"Castillo, Hill and Lee",5.0,2024-01-29
35927483,"Greene, Martin and Benson",8.04,2024-02-20
56124453,Smith-Daniels,65.44,2024-06-21
56124453,"Hamilton, Brown and Vincent",14.85,2024-02-16
35927483,"Barnes, Young and Sanchez",18.87,2024-05-02
35927483,"Barnes, Young and Sanchez",99.42,2024-03-31
35927483,Jones and Sons,1.42,2024-04-28
56124453,"Evans, Young and Dean",50.56,2024-07-28
56124453,Allen Ltd,65.44,2024-05-20
35495640,Hayes-Rios,2.76,2024-03-22
56124453,"Rhodes, Miller and Jackson",63.03,2024-03-29
56124453,"Barnes, Young and Sanchez",79.17,2024-01-11
56124453,Brown-Shaffer,75.34,2024-03-23
35495640,"Castillo, Hill and Lee",38.05,2024-03-24
35495640,Smith-Daniels,87.72,2024-04-18
56124453,"Hamilton, Brown and Vincent",37.34,2024-02-19
56124453,Smith-Daniels,89.36,2024-05-04
56124453,Allen Ltd,83.65,2024-07-18
56124453,Hughes Inc,28.35,2024-02-04
35927483,Brown-Shaffer,55.83,2024-01-01
35495640,"Greene, Martin and Benson",15.09,2024-06-14
35495640,"Rodriguez, Ray and Romero",5.58,2024-05-20
56124453,"Barnes, Young and Sanchez",77.55,2024-03-25
35927483,Reyes PLC,51.42,2024-04-07
35927483,Allen Ltd,35.92,2024-07-03
56124453,Carpenter PLC,75.78,2024-01-15
35495640,"Smith, Smith and Sanford",44.23,2024-02-03
35927483,"Barnes, Young and Sanchez",27.48,2024-04-17
56124453,Gomez-Hunt,32.19,2024-03-13
35927483,Monroe-Howard,73.18,2024-03-19
35495640,"Nguyen, Walker and Church",80.71,2024-01-02
35927483,"Figueroa, Stark and Ferguson",6.03,2024-06-01
56124453,Davis-Mcgee,10.65,2024-02-01
35927483,"Smith, Smith and Sanford",65.23,2024-03-20
56124453,"Hamilton, Brown and Vincent",49.8,2024-07-05
56124453,"Castillo, Hill and Lee",52.2,2024-04-13
56124453,"Smith, Smith and Sanford",49.88,2024-01-04
56124453,Carpenter PLC,93.97,2024-07-24
56124453,"Castillo, Hill and Lee",50.75,2024-05-07
56124453,"Nguyen, Walker and Church",20.27,2024-03-21
56124453,Davis-Mcgee,4.45,2024-04-26
35495640,"Barnes, Young and Sanchez",73.82,2024-05-17
35495640,"Rodriguez, Ray and Romero",85.5,2024-07-25
35927483,Jones and Sons,2.86,2024-04-29
35495640,Hughes Inc,62.89,2024-04-09
35495640,"Nguyen, Walker and Church",81.32,2024-01-28
35495640,Jones and Sons,0.78,2024-05-02
56124453,"Figueroa, Stark and Ferguson",29.63,2024-01-07
56124453,"Trujillo, Ewing and Young",51.72,2024-01-30
56124453,Sanchez-Meyers,78.98,2024-07-01
56124453,Reyes PLC,18.47,2024-02-09
56124453,"Nguyen, Walker and Church",84.49,2024-03-01
35495640,"Smith, Smith and Sanford",97.92,2024-04-19
35927483,Allen Ltd,57.09,2024-01-11
35495640,Monroe-Howard,11.51,2024-07-02
35927483,Davis-Ramos,77.28,2024-03-03
56124453,Davis-Kennedy,24.89,2024-01-11
56124453,Reyes PLC,66.85,2024-01-19
35495640,Weber-Lynch,74.93,2024-06-22
35495640,Reyes PLC,61.49,2024-02-27
56124453,Hayes-Rios,99.35,2024-04-02
56124453,Brown-Shaffer,52.04,2024-03-20
35927483,"Figueroa, Stark and Ferguson",67.98,2024-02-28
56124453,"Thomas, Walker and Craig",29.16,2024-07-06
35927483,Reyes PLC,94.1,2024-03-12
56124453,Weber-Lynch,40.79,2024-01-11
35495640,"Castillo, Hill and Lee",70.59,2024-03-26
35495640,Hayes-Rios,63.58,2024-05-19
35927483,"Nguyen, Walker and Church",99.64,2024-04-13
35495640,"Figueroa, Stark and Ferguson",2.4,2024-02-19
35495640,"Thomas, Walker and Craig",21.27,2024-05-23
35927483,Weber-Lynch,4.27,2024-01-11
35927483,"Smith, Smith and Sanford",43.45,2024-02-17
35495640,Davis-Mcgee,70.65,2024-05-25
35927483,Brown-Shaffer,22.69,2024-01-12
35495640,"Hamilton, Brown and Vincent",79.52,2024-01-18
35495640,"Hamilton, Brown and Vincent",38.27,2024-07-08
35495640,Allen Ltd,68.0,2024-07-10
35927483,"Barnes, Young and Sanchez",75.7,2024-06-02
35495640,Davis-Kennedy,68.87,2024-02-25
35927483,"Hamilton, Brown and Vincent",65.98,2024-02-22
35495640,Allen Ltd,64.3,2024-06-29
35495640,Smith-Daniels,82.99,2024-03-04
56124453,Davis-Ramos,52.95,2024-01-22
35495640,"Nguyen, Walker and Church",73.38,2024-03-20
35495640,"Smith, Smith and Sanford",81.06,2024-03-24
35495640,Davis-Ramos,78.98,2024-04-04
35495640,Smith-Daniels,54.21,2024-04-10
56124453,Carpenter PLC,97.75,2024-03-07
56124453,"Martin, Fuentes and Owens",21.69,2024-01-08
56124453,"Thomas, Walker and Craig",92.46,2024-07-21
35495640,"Evans, Young and Dean",14.91,2024-03-24
35927483,Hughes Inc,40.35,2024-07-13
56124453,Sanchez-Meyers,91.05,2024-05-04
35927483,"Rhodes, Miller and Jackson",97.6,2024-04-28
35927483,Davis-Ramos,87.77,2024-07-29
35927483,Carpenter PLC,38.62,2024-02-07
56124453,"Smith, Smith and Sanford",66.95,2024-03-06
56124453,"Figueroa, Stark and Ferguson",73.52,2024-06-14
35927483,Davis-Ramos,29.68,2024-03-06
35495640,"Barnes, Young and Sanchez",15.42,2024-06-26
35495640,Gomez-Hunt,38.44,2024-05-22
56124453,Davis-Kennedy,33.63,2024-05-16
35927483,"Evans, Young and Dean",0.87,2024-04-18
56124453,"Trujillo, Ewing and Young",51.61,2024-07-11
35495640,"Trujillo, Ewing and Young",81.52,2024-05-28
35495640,"Nguyen, Walker and Church",10.2,2024-05-31
35495640,Gomez-Hunt,17.75,2024-01-03
35927483,Monroe-Howard,29.73,2024-02-13
56124453,"Thomas, Walker and Craig",86.35,2024-06-21
35495640,Hester-Thomas,13.03,2024-07-27
56124453,Carpenter PLC,65.91,2024-07-12
35927483,"Castillo, Hill and Lee",22.06,2024-04-08
56124453,"Nguyen, Walker and Church",35.65,2024-02-11
56124453,"Castillo, Hill and Lee",28.9,2024-06-05
35927483,"Hamilton, Brown and Vincent",22.38,2024-02-16
35927483,Hughes Inc,47.48,2024-06-24
35495640,Hughes Inc,86.69,2024-06-30
56124453,Carpenter PLC,95.81,2024-01-25
56124453,Smith-Daniels,49.84,2024-07-14
56124453,Jones and Sons,48.45,2024-07-05
56124453,Hester-Thomas,51.47,2024-06-14
56124453,"Smith, Smith and Sanford",27.29,2024-05-27
56124453,Davis-Mcgee,97.06,2024-06-25
35495640,Hester-Thomas,7.79,2024-01-01
35495640,"Suarez, Russell and Coleman",23.38,2024-07-21
35927483,Davis-Kennedy,8.41,2024-05-18
35495640,Davis-Ramos,83.75,2024-06-09
56124453,"Figueroa, Stark and Ferguson",40.19,2024-01-19
35927483,"Trujillo, Ewing and Young",19.63,2024-02-26
56124453,Allen Ltd,8.36,2024-03-20
35927483,Carpenter PLC,68.88,2024-06-05
35495640,Brown-Shaffer,72.45,2024-07-22
35927483,Monroe-Howard,67.48,2024-01-15
56124453,Monroe-Howard,68.78,2024-05-13
56124453,"Trujillo, Ewing and Young",56.13,2024-06-23
56124453,"Nguyen, Walker and Church",53.39,2024-06-11
35927483,"Castillo, Hill and Lee",3.3,2024-01-06
56124453,Weber-Lynch,66.76,2024-03-11
35495640,Sanchez-Meyers,88.03,2024-01-17
56124453,Hughes Inc,9.31,2024-06-14
